EmpID,Age,AgeGroup,Attrition,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,AttritionRate
728,24,18-25,Yes,Sales,15,2,Marketing,Male,Sales Representative,4,4611,Upto 5k,8,No,22,15,3,
729,40,36-45,Yes,Human Resources,17,4,Human Resources,Female,Human Resources,1,15138,15k+,7,No,23,6,1,
730,45,36-45,No,Human Resources,6,5,Marketing,Female,Manager,4,7354,5k-10k,1,Yes,15,7,7,
731,20,18-25,Yes,Sales,18,1,Marketing,Male,Sales Executive,4,19849,15k+,6,No,6,14,8,
732,28,26-35,No,Research & Development,23,5,Marketing,Male,Laboratory Technician,1,7670,5k-10k,2,No,19,15,5,
733,28,26-35,No,Research & Development,5,1,Other,Female,Research Scientist,4,7138,5k-10k,5,Yes,11,16,2,
734,18,18-25,No,Sales,16,2,Technical Degree,Male,Manager,1,12539,10k-15k,0,No,14,30,16,
735,24,18-25,No,Sales,11,4,Technical Degree,Female,Sales Executive,3,4276,Upto 5k,7,No,23,19,0,
736,39,36-45,No,Research & Development,9,5,Other,Male,Healthcare Representative,2,17968,15k+,6,Yes,9,22,15,
737,54,46-55,Yes,Sales,3,2,Technical Degree,Male,Sales Executive,3,15113,15k+,8,No,33,11,8,
738,39,36-45,No,Human Resources,9,3,Medical,Male,Manager,3,13813,10k-15k,9,Yes,27,29,18,
739,25,18-25,No,Research & Development,5,4,Other,Male,Healthcare Representative,3,1273,Upto 5k,9,Yes,19,31,9,
740,18,18-25,Yes,Sales,27,5,Life Sciences,Male,Sales Representative,4,15872,15k+,4,Yes,27,2,0,
741,26,26-35,No,Sales,17,5,Medical,Male,Sales Representative,3,12475,10k-15k,2,Yes,27,18,2,
742,20,18-25,No,Research & Development,22,4,Technical Degree,Female,Laboratory Technician,1,16505,15k+,4,No,38,19,5,
743,38,36-45,No,Human Resources,7,3,Medical,Female,Manager,2,19945,15k+,4,No,5,8,18,
744,52,46-55,No,Human Resources,27,4,Life Sciences,Male,Manager,4,7008,5k-10k,5,No,29,22,13,
745,44,36-45,No,Research & Development,1,4,Life Sciences,Male,Manufacturing Director,3,16115,15k+,3,No,8,1,17,
746,21,18-25,No,Human Resources,1,4,Human Resources,Female,Manager,1,13866,10k-15k,1,Yes,17,6,10,
747,36,36-45,No,Human Resources,28,1,Life Sciences,Male,Human Resources,2,19528,15k+,8,Yes,35,30,4,
748,58,55+,No,Sales,24,1,Technical Degree,Male,Manager,1,6071,5k-10k,1,Yes,9,19,3,
749,33,26-35,No,Human Resources,27,5,Technical Degree,Female,Human Resources,1,7694,5k-10k,1,No,25,6,5,
750,34,26-35,Yes,Sales,5,1,Medical,Male,Manager,2,15389,15k+,2,Yes,30,30,9,
751,55,46-55,No,Research & Development,13,4,Other,Male,Research Scientist,4,17153,15k+,6,No,9,1,9,
752,54,46-55,No,Research & Development,2,5,Technical Degree,Male,Research Scientist,3,13760,10k-15k,2,No,29,0,0,
753,50,46-55,No,Sales,23,5,Technical Degree,Male,Sales Representative,2,17489,15k+,2,No,36,13,14,
754,35,26-35,Yes,Human Resources,27,4,Technical Degree,Female,Human Resources,2,10926,10k-15k,9,No,8,20,18,
755,55,46-55,Yes,Human Resources,28,2,Medical,Male,Manager,1,14230,10k-15k,7,No,20,4,7,
756,42,36-45,Yes,Sales,9,1,Life Sciences,Male,Sales Executive,4,14764,10k-15k,5,Yes,11,4,3,
757,42,36-45,No,Human Resources,7,2,Marketing,Female,Manager,4,5365,5k-10k,4,Yes,12,10,13,
758,23,18-25,No,Human Resources,4,2,Life Sciences,Male,Human Resources,1,1794,Upto 5k,5,No,36,34,2,
759,59,55+,No,Research & Development,7,5,Technical Degree,Female,Laboratory Technician,3,18306,15k+,9,Yes,4,28,13,
760,22,18-25,Yes,Human Resources,17,3,Life Sciences,Male,Manager,4,19649,15k+,3,Yes,38,5,10,
761,36,36-45,No,Sales,3,2,Marketing,Male,Sales Executive,2,9237,5k-10k,8,No,25,24,1,
762,55,46-55,No,Human Resources,2,3,Technical Degree,Female,Human Resources,2,16433,15k+,5,Yes,8,13,17,
763,60,55+,No,Human Resources,26,5,Human Resources,Male,Manager,3,3042,Upto 5k,1,No,38,15,2,
764,26,26-35,Yes,Human Resources,16,5,Medical,Female,Manager,4,9864,5k-10k,7,No,14,1,1,
765,52,46-55,No,Sales,2,4,Technical Degree,Male,Sales Executive,4,13431,10k-15k,6,Yes,7,1,3,
766,40,36-45,No,Human Resources,2,2,Medical,Male,Manager,1,7345,5k-10k,3,No,34,21,1,
767,33,26-35,Yes,Sales,15,2,Marketing,Male,Manager,3,2863,Upto 5k,5,Yes,18,4,12,
768,60,55+,Yes,Research & Development,18,2,Technical Degree,Female,Research Scientist,2,3516,Upto 5k,7,No,23,4,9,
769,51,46-55,No,Human Resources,17,1,Life Sciences,Female,Human Resources,4,9766,5k-10k,9,No,17,5,6,
770,32,26-35,No,Sales,12,2,Life Sciences,Male,Manager,4,10992,10k-15k,7,Yes,1,31,1,
771,55,46-55,No,Research & Development,3,1,Marketing,Female,Healthcare Representative,4,13588,10k-15k,0,No,24,19,1,
772,42,36-45,No,Sales,22,3,Life Sciences,Female,Sales Executive,1,7043,5k-10k,9,No,16,27,6,
773,57,55+,No,Sales,24,1,Life Sciences,Female,Sales Representative,3,15223,15k+,8,No,27,27,18,
774,28,26-35,No,Human Resources,8,2,Life Sciences,Female,Manager,3,13494,10k-15k,1,Yes,34,18,10,
775,20,18-25,No,Human Resources,9,5,Life Sciences,Male,Manager,3,9987,5k-10k,9,No,16,11,14,
776,46,46-55,Yes,Research & Development,12,4,Other,Male,Research Scientist,4,1290,Upto 5k,0,Yes,17,29,17,
777,46,46-55,No,Research & Development,9,3,Technical Degree,Male,Research Scientist,2,6891,5k-10k,2,Yes,39,3,7,
778,20,18-25,No,Sales,19,3,Life Sciences,Male,Manager,1,7037,5k-10k,4,No,1,22,17,
779,56,55+,Yes,Human Resources,17,4,Life Sciences,Male,Human Resources,2,8690,5k-10k,3,No,36,22,13,
780,45,36-45,Yes,Sales,20,3,Marketing,Female,Manager,3,10276,10k-15k,7,No,39,1,5,
781,36,36-45,Yes,Research & Development,20,2,Marketing,Female,Research Scientist,2,5917,5k-10k,6,Yes,9,24,2,
782,54,46-55,No,Sales,24,4,Human Resources,Male,Sales Executive,1,17498,15k+,9,No,33,33,14,
783,30,26-35,No,Research & Development,11,2,Marketing,Male,Healthcare Representative,4,19849,15k+,5,Yes,15,18,13,
784,40,36-45,Yes,Research & Development,12,4,Human Resources,Male,Research Scientist,4,19365,15k+,6,Yes,36,8,17,
785,55,46-55,No,Sales,10,3,Marketing,Male,Sales Representative,1,5526,5k-10k,6,No,32,9,18,
786,29,26-35,Yes,Research & Development,14,3,Human Resources,Female,Laboratory Technician,1,15878,15k+,2,Yes,27,0,5,
787,50,46-55,No,Sales,12,2,Technical Degree,Male,Sales Executive,3,18344,15k+,1,No,21,24,3,
788,22,18-25,No,Human Resources,21,4,Other,Female,Human Resources,3,12631,10k-15k,7,Yes,11,28,16,
789,18,18-25,No,Sales,15,2,Human Resources,Female,Sales Executive,1,13120,10k-15k,3,No,31,21,1,
790,36,36-45,No,Human Resources,6,2,Life Sciences,Male,Manager,4,11577,10k-15k,8,No,36,24,10,
791,36,36-45,No,Sales,16,4,Medical,Male,Sales Representative,3,6426,5k-10k,4,Yes,14,7,4,
792,53,46-55,Yes,Sales,29,1,Human Resources,Male,Sales Executive,1,17669,15k+,7,Yes,23,10,9,
793,46,46-55,No,Human Resources,10,1,Other,Male,Manager,4,18068,15k+,6,No,16,5,4,
794,40,36-45,No,Research & Development,11,2,Human Resources,Female,Research Scientist,3,3590,Upto 5k,7,Yes,20,2,13,
795,51,46-55,No,Sales,22,1,Other,Male,Manager,2,11404,10k-15k,2,No,14,12,8,
796,49,46-55,No,Research & Development,7,1,Human Resources,Male,Laboratory Technician,1,7131,5k-10k,6,Yes,31,31,6,
797,20,18-25,No,Human Resources,21,5,Medical,Female,Human Resources,4,14702,10k-15k,8,Yes,19,14,9,
798,49,46-55,No,Human Resources,16,3,Life Sciences,Male,Manager,1,13851,10k-15k,4,No,28,20,7,
799,25,18-25,No,Human Resources,22,1,Marketing,Female,Manager,2,6773,5k-10k,7,No,38,26,7,
800,35,26-35,No,Sales,26,4,Life Sciences,Female,Sales Representative,3,17629,15k+,5,No,25,13,13,
801,21,18-25,No,Research & Development,11,1,Marketing,Female,Healthcare Representative,4,9792,5k-10k,3,Yes,34,13,3,
802,26,26-35,No,Human Resources,1,4,Life Sciences,Female,Manager,3,18687,15k+,8,Yes,3,1,6,
803,30,26-35,No,Research & Development,23,2,Marketing,Male,Research Director,3,6144,5k-10k,5,No,13,34,7,
804,19,18-25,No,Sales,26,4,Life Sciences,Male,Sales Executive,3,18254,15k+,4,Yes,14,6,7,
805,25,18-25,Yes,Sales,24,3,Life Sciences,Male,Sales Representative,1,13381,10k-15k,8,No,1,0,17,
806,24,18-25,No,Human Resources,28,3,Marketing,Female,Human Resources,1,13816,10k-15k,4,No,29,12,3,
807,48,46-55,No,Research & Development,8,4,Human Resources,Female,Research Director,4,13339,10k-15k,4,Yes,24,1,15,
808,41,36-45,No,Human Resources,19,1,Technical Degree,Male,Manager,4,18910,15k+,5,No,36,6,9,
809,58,55+,No,Research & Development,7,4,Human Resources,Male,Laboratory Technician,1,3740,Upto 5k,2,No,39,6,16,
810,21,18-25,No,Human Resources,24,3,Medical,Male,Human Resources,3,17168,15k+,9,No,0,16,6,
811,52,46-55,No,Human Resources,8,3,Technical Degree,Female,Manager,1,17377,15k+,1,No,4,20,4,
812,51,46-55,Yes,Sales,28,1,Life Sciences,Female,Sales Executive,4,4980,Upto 5k,2,No,8,10,13,
813,36,36-45,No,Research & Development,24,3,Human Resources,Female,Research Scientist,3,4852,Upto 5k,9,Yes,9,18,16,
814,57,55+,No,Human Resources,16,4,Medical,Female,Human Resources,2,13165,10k-15k,2,No,0,20,13,
815,48,46-55,No,Sales,7,2,Other,Male,Sales Executive,4,3197,Upto 5k,5,Yes,3,0,14,
816,22,18-25,No,Human Resources,8,3,Other,Male,Human Resources,2,12483,10k-15k,4,No,27,37,9,
817,43,36-45,No,Research & Development,22,2,Life Sciences,Male,Research Director,1,9347,5k-10k,3,No,11,16,18,
818,51,46-55,No,Sales,28,5,Human Resources,Female,Sales Executive,4,13548,10k-15k,3,Yes,0,14,6,
819,27,26-35,No,Sales,1,3,Life Sciences,Male,Manager,2,5696,5k-10k,8,No,27,10,10,
820,25,18-25,No,Research & Development,25,4,Other,Female,Research Director,3,8889,5k-10k,4,No,33,5,6,
821,35,26-35,No,Sales,16,3,Other,Male,Manager,4,5682,5k-10k,5,Yes,1,23,14,
822,45,36-45,No,Human Resources,7,4,Marketing,Male,Manager,1,8005,5k-10k,3,No,23,33,6,
823,37,36-45,No,Sales,9,5,Life Sciences,Female,Manager,1,11762,10k-15k,4,No,25,2,8,
824,54,46-55,No,Research & Development,21,4,Technical Degree,Male,Research Scientist,4,1997,Upto 5k,8,Yes,2,23,0,
825,29,26-35,No,Human Resources,28,1,Life Sciences,Female,Human Resources,1,5313,5k-10k,5,Yes,34,5,6,
826,39,36-45,No,Human Resources,19,3,Human Resources,Male,Human Resources,4,11370,10k-15k,6,Yes,4,10,16,
827,35,26-35,No,Sales,9,5,Medical,Female,Manager,2,3751,Upto 5k,0,No,17,11,11,
828,47,46-55,No,Sales,15,1,Life Sciences,Male,Sales Representative,2,19617,15k+,1,Yes,20,5,0,
829,31,26-35,Yes,Sales,24,2,Marketing,Male,Sales Executive,2,13272,10k-15k,4,Yes,24,18,5,
830,54,46-55,No,Research & Development,7,3,Medical,Male,Laboratory Technician,3,11339,10k-15k,4,No,16,5,15,
831,41,36-45,No,Research & Development,21,2,Life Sciences,Female,Research Director,2,12431,10k-15k,8,Yes,27,22,9,
832,50,46-55,Yes,Sales,25,2,Marketing,Male,Sales Representative,4,19075,15k+,4,Yes,7,17,5,
833,47,46-55,No,Research & Development,22,5,Life Sciences,Female,Laboratory Technician,1,11583,10k-15k,5,Yes,10,23,15,
834,59,55+,No,Research & Development,10,2,Technical Degree,Male,Healthcare Representative,1,4283,Upto 5k,7,No,37,11,13,
835,48,46-55,No,Human Resources,20,3,Technical Degree,Female,Manager,3,8981,5k-10k,0,Yes,32,6,13,
836,54,46-55,Yes,Research & Development,17,2,Marketing,Male,Healthcare Representative,2,14131,10k-15k,2,No,3,5,9,
837,47,46-55,No,Sales,22,2,Medical,Male,Sales Representative,3,13975,10k-15k,4,Yes,11,10,6,
838,33,26-35,No,Research & Development,12,1,Technical Degree,Male,Research Scientist,3,6050,5k-10k,1,No,35,25,6,
839,47,46-55,No,Research & Development,11,2,Technical Degree,Female,Manufacturing Director,3,8954,5k-10k,6,No,34,4,11,
840,19,18-25,Yes,Research & Development,8,3,Marketing,Female,Research Director,1,8264,5k-10k,9,No,4,14,4,
841,20,18-25,No,Research & Development,11,4,Other,Male,Laboratory Technician,4,7921,5k-10k,2,No,19,19,15,
842,44,36-45,No,Sales,17,1,Technical Degree,Male,Sales Representative,3,6882,5k-10k,1,No,0,10,10,
843,50,46-55,Yes,Sales,21,4,Technical Degree,Male,Manager,3,13582,10k-15k,6,No,40,7,14,
844,48,46-55,No,Human Resources,4,2,Technical Degree,Female,Manager,1,11979,10k-15k,2,Yes,21,34,8,
845,57,55+,Yes,Sales,10,1,Life Sciences,Female,Manager,4,15909,15k+,5,Yes,38,23,8,
846,36,36-45,No,Research & Development,10,3,Technical Degree,Male,Healthcare Representative,4,1771,Upto 5k,5,No,40,2,3,
847,52,46-55,No,Research & Development,18,1,Medical,Male,Research Scientist,4,13983,10k-15k,6,No,22,15,7,
848,20,18-25,No,Human Resources,5,5,Other,Male,Manager,4,3507,Upto 5k,8,Yes,21,20,9,
849,19,18-25,No,Research & Development,24,1,Technical Degree,Male,Manufacturing Director,2,7027,5k-10k,9,No,19,16,16,
850,21,18-25,No,Human Resources,25,4,Marketing,Male,Human Resources,3,13262,10k-15k,8,Yes,38,25,5,
851,35,26-35,Yes,Human Resources,26,4,Other,Male,Manager,3,1165,Upto 5k,4,No,38,26,10,
852,32,26-35,Yes,Sales,20,3,Other,Female,Sales Executive,4,1592,Upto 5k,9,No,34,20,15,
853,39,36-45,No,Human Resources,15,2,Technical Degree,Female,Human Resources,2,12160,10k-15k,8,Yes,24,16,12,
854,54,46-55,No,Sales,12,1,Medical,Female,Manager,3,3575,Upto 5k,4,No,28,29,0,
855,55,46-55,No,Sales,14,4,Life Sciences,Female,Manager,4,6463,5k-10k,3,No,34,8,12,
856,24,18-25,No,Human Resources,4,5,Marketing,Male,Human Resources,2,13967,10k-15k,6,No,22,13,13,
857,38,36-45,Yes,Human Resources,29,3,Human Resources,Female,Manager,2,12900,10k-15k,6,No,29,18,14,
858,43,36-45,No,Sales,11,4,Other,Male,Sales Executive,1,10450,10k-15k,6,No,26,0,6,
859,57,55+,No,Human Resources,17,1,Human Resources,Female,Human Resources,1,8346,5k-10k,5,Yes,10,8,15,
860,41,36-45,No,Human Resources,21,4,Human Resources,Male,Human Resources,2,1744,Upto 5k,7,No,15,11,15,
861,38,36-45,Yes,Human Resources,1,2,Human Resources,Female,Human Resources,4,5346,5k-10k,3,No,15,11,14,
862,56,55+,No,Human Resources,24,1,Life Sciences,Male,Human Resources,4,11854,10k-15k,8,No,24,4,13,
863,25,18-25,No,Research & Development,27,1,Marketing,Female,Research Director,1,18503,15k+,5,No,32,1,14,
864,24,18-25,No,Research & Development,19,1,Other,Male,Research Scientist,3,5783,5k-10k,6,No,9,15,15,
865,24,18-25,No,Sales,23,4,Medical,Female,Sales Representative,3,11814,10k-15k,4,No,21,4,8,
866,56,55+,Yes,Human Resources,10,1,Medical,Female,Manager,3,2171,Upto 5k,4,No,10,8,9,
867,36,36-45,Yes,Research & Development,10,4,Marketing,Male,Manufacturing Director,1,6060,5k-10k,3,No,9,8,0,
868,50,46-55,No,Research & Development,29,2,Marketing,Male,Healthcare Representative,3,17935,15k+,8,No,24,25,5,
869,29,26-35,Yes,Human Resources,3,3,Medical,Female,Manager,2,16859,15k+,3,Yes,17,24,3,
870,40,36-45,No,Human Resources,21,1,Other,Male,Human Resources,2,17344,15k+,5,Yes,25,29,3,
871,22,18-25,No,Research & Development,28,5,Life Sciences,Male,Research Director,4,9895,5k-10k,9,Yes,15,16,5,
872,32,26-35,Yes,Human Resources,20,3,Human Resources,Female,Human Resources,1,15944,15k+,3,Yes,8,11,9,
873,32,26-35,No,Sales,16,4,Life Sciences,Male,Sales Executive,3,8993,5k-10k,1,Yes,30,7,14,
874,30,26-35,No,Sales,20,4,Marketing,Male,Sales Representative,4,4272,Upto 5k,1,No,12,34,14,
875,44,36-45,No,Sales,11,5,Technical Degree,Female,Sales Representative,3,9871,5k-10k,4,Yes,21,17,17,
876,58,55+,No,Human Resources,6,4,Life Sciences,Female,Manager,4,15419,15k+,7,Yes,11,4,13,
877,24,18-25,No,Human Resources,18,2,Medical,Male,Manager,2,15522,15k+,3,No,32,19,10,
878,24,18-25,No,Human Resources,22,2,Marketing,Male,Manager,2,10832,10k-15k,6,Yes,10,39,5,
879,48,46-55,No,Research & Development,9,4,Marketing,Female,Research Director,2,14661,10k-15k,4,No,22,17,14,
880,54,46-55,Yes,Research & Development,13,1,Technical Degree,Female,Manufacturing Director,2,13895,10k-15k,7,No,1,12,6,
881,36,36-45,No,Human Resources,26,4,Marketing,Male,Manager,2,13238,10k-15k,9,No,17,1,2,
882,38,36-45,No,Sales,2,4,Other,Female,Sales Executive,2,16718,15k+,4,No,3,6,1,
883,35,26-35,No,Human Resources,10,1,Technical Degree,Male,Manager,1,18625,15k+,5,No,9,9,18,
884,30,26-35,No,Research & Development,11,5,Human Resources,Female,Research Director,3,19410,15k+,0,Yes,4,5,11,
885,29,26-35,No,Research & Development,12,3,Medical,Female,Laboratory Technician,3,11527,10k-15k,9,Yes,8,7,13,
886,49,46-55,Yes,Research & Development,17,3,Life Sciences,Female,Manufacturing Director,1,2573,Upto 5k,8,No,34,31,9,
887,58,55+,No,Human Resources,18,1,Human Resources,Male,Manager,1,3199,Upto 5k,9,No,39,4,2,
888,35,26-35,No,Human Resources,24,2,Other,Female,Manager,1,16260,15k+,2,No,29,28,13,
889,54,46-55,No,Sales,13,1,Life Sciences,Male,Sales Representative,3,10627,10k-15k,6,Yes,16,0,18,
890,52,46-55,No,Human Resources,19,3,Other,Male,Manager,2,15999,15k+,2,Yes,19,11,3,
891,56,55+,No,Sales,3,3,Marketing,Male,Manager,2,2292,Upto 5k,3,No,10,8,8,
892,40,36-45,No,Sales,15,1,Technical Degree,Male,Sales Executive,4,1894,Upto 5k,3,No,3,8,14,
893,31,26-35,No,Research & Development,3,2,Human Resources,Male,Laboratory Technician,2,13468,10k-15k,3,Yes,31,37,11,
894,44,36-45,No,Human Resources,26,5,Marketing,Female,Manager,3,7258,5k-10k,8,Yes,29,1,0,
895,43,36-45,No,Research & Development,10,1,Technical Degree,Female,Manufacturing Director,2,4278,Upto 5k,1,No,30,1,8,
896,20,18-25,Yes,Human Resources,1,2,Human Resources,Male,Manager,2,5611,5k-10k,7,Yes,3,15,6,
897,41,36-45,No,Human Resources,6,5,Medical,Male,Manager,3,14594,10k-15k,1,Yes,1,10,6,
898,58,55+,No,Research & Development,1,1,Marketing,Male,Manufacturing Director,4,13228,10k-15k,0,Yes,26,2,17,
899,51,46-55,Yes,Research & Development,12,2,Life Sciences,Female,Research Director,1,6562,5k-10k,1,No,29,10,17,
900,56,55+,No,Research & Development,29,3,Medical,Female,Laboratory Technician,3,1023,Upto 5k,9,Yes,30,19,18,
901,32,26-35,No,Sales,5,2,Other,Male,Sales Executive,1,17866,15k+,6,No,39,6,7,
902,29,26-35,No,Sales,15,5,Human Resources,Female,Sales Representative,2,10866,10k-15k,5,No,23,9,18,
903,42,36-45,No,Human Resources,1,2,Other,Male,Human Resources,2,2573,Upto 5k,2,No,20,0,18,
904,40,36-45,No,Research & Development,19,4,Technical Degree,Male,Manufacturing Director,4,7152,5k-10k,9,No,34,28,3,
905,59,55+,No,Human Resources,29,2,Marketing,Female,Manager,4,17858,15k+,8,No,6,21,16,
906,41,36-45,No,Research & Development,5,1,Medical,Female,Research Scientist,1,14976,10k-15k,1,No,8,1,9,
907,53,46-55,Yes,Research & Development,27,5,Medical,Male,Manufacturing Director,2,3718,Upto 5k,0,Yes,22,32,4,
908,52,46-55,No,Human Resources,17,2,Marketing,Male,Human Resources,1,12883,10k-15k,2,Yes,9,34,13,
909,21,18-25,No,Sales,17,4,Technical Degree,Female,Sales Representative,3,14135,10k-15k,2,No,0,4,8,
910,31,26-35,No,Human Resources,5,2,Technical Degree,Male,Manager,2,3189,Upto 5k,6,Yes,26,3,18,
911,40,36-45,No,Sales,9,2,Technical Degree,Male,Sales Executive,2,3311,Upto 5k,3,No,9,14,10,
912,25,18-25,No,Sales,25,5,Technical Degree,Male,Manager,4,18059,15k+,4,Yes,34,19,14,
913,39,36-45,No,Sales,29,3,Life Sciences,Female,Sales Executive,4,9916,5k-10k,9,Yes,31,2,7,
914,23,18-25,No,Human Resources,22,4,Other,Female,Human Resources,4,12880,10k-15k,0,Yes,17,15,8,
915,44,36-45,Yes,Human Resources,4,4,Medical,Female,Manager,2,9232,5k-10k,9,No,17,6,15,
916,56,55+,Yes,Human Resources,4,5,Other,Male,Manager,1,18005,15k+,1,Yes,23,24,13,
917,40,36-45,No,Research & Development,17,1,Technical Degree,Female,Research Scientist,1,15425,15k+,3,Yes,1,29,10,
918,44,36-45,No,Sales,9,3,Other,Female,Sales Representative,3,1929,Upto 5k,3,No,28,3,10,
919,28,26-35,No,Research & Development,18,3,Other,Female,Healthcare Representative,3,7860,5k-10k,2,No,5,21,11,
920,38,36-45,No,Human Resources,3,4,Marketing,Female,Human Resources,2,11021,10k-15k,6,Yes,16,6,11,
921,41,36-45,No,Research & Development,4,2,Human Resources,Female,Manufacturing Director,3,6217,5k-10k,8,Yes,25,10,2,
922,23,18-25,Yes,Sales,11,5,Marketing,Female,Sales Executive,2,14259,10k-15k,6,Yes,18,16,18,
923,32,26-35,No,Sales,5,3,Life Sciences,Female,Sales Representative,2,15501,15k+,3,Yes,14,2,6,
924,36,36-45,No,Sales,16,4,Technical Degree,Male,Sales Executive,4,8984,5k-10k,2,No,40,1,12,
925,41,36-45,No,Human Resources,29,2,Marketing,Female,Manager,1,9636,5k-10k,2,No,15,27,18,
926,50,46-55,No,Sales,26,5,Medical,Female,Sales Executive,2,16588,15k+,7,No,36,3,14,
927,49,46-55,No,Human Resources,6,1,Human Resources,Female,Manager,1,15292,15k+,5,No,9,4,11,
928,35,26-35,No,Sales,24,1,Other,Female,Manager,4,19669,15k+,2,No,13,16,9,
929,39,36-45,No,Human Resources,17,4,Medical,Female,Manager,1,8620,5k-10k,9,Yes,22,36,3,
930,22,18-25,No,Sales,24,2,Medical,Male,Manager,2,18359,15k+,0,No,7,21,2,
931,54,46-55,No,Sales,16,2,Marketing,Male,Sales Representative,1,13695,10k-15k,4,No,11,26,8,
932,29,26-35,Yes,Research & Development,12,1,Marketing,Female,Research Scientist,1,9536,5k-10k,8,No,1,25,1,
933,41,36-45,Yes,Human Resources,17,1,Life Sciences,Female,Human Resources,4,4129,Upto 5k,4,Yes,36,10,11,
934,30,26-35,No,Sales,12,1,Other,Male,Sales Executive,3,17325,15k+,9,Yes,28,11,16,
935,19,18-25,No,Sales,26,1,Marketing,Female,Sales Representative,1,2270,Upto 5k,5,Yes,37,33,5,
936,30,26-35,No,Sales,15,5,Technical Degree,Female,Sales Representative,1,6087,5k-10k,8,Yes,21,15,11,
937,49,46-55,Yes,Sales,2,4,Other,Male,Sales Executive,1,7171,5k-10k,5,No,34,12,9,
938,46,46-55,No,Research & Development,14,4,Technical Degree,Female,Laboratory Technician,1,7489,5k-10k,7,Yes,31,6,10,
939,57,55+,No,Human Resources,26,3,Other,Male,Manager,1,13740,10k-15k,3,Yes,19,19,18,
940,59,55+,No,Human Resources,2,3,Technical Degree,Male,Human Resources,3,11277,10k-15k,8,Yes,27,3,16,
941,41,36-45,Yes,Sales,6,2,Other,Female,Manager,1,2465,Upto 5k,3,No,13,13,0,
942,31,26-35,Yes,Sales,8,3,Medical,Female,Sales Representative,2,4811,Upto 5k,5,No,2,9,4,
943,57,55+,No,Human Resources,23,3,Medical,Female,Human Resources,4,9460,5k-10k,0,No,26,24,8,
944,34,26-35,No,Sales,2,4,Medical,Male,Sales Representative,1,1341,Upto 5k,1,Yes,10,31,2,
945,38,36-45,No,Sales,23,4,Marketing,Female,Manager,3,6484,5k-10k,9,No,6,7,12,
946,53,46-55,Yes,Sales,2,4,Technical Degree,Male,Sales Executive,1,17317,15k+,3,Yes,24,11,2,
947,33,26-35,No,Human Resources,24,2,Technical Degree,Male,Human Resources,2,15285,15k+,3,No,2,36,0,
948,34,26-35,No,Sales,29,1,Technical Degree,Female,Sales Representative,2,6751,5k-10k,4,Yes,14,11,6,
949,19,18-25,No,Research & Development,20,5,Marketing,Male,Manufacturing Director,2,15435,15k+,8,No,3,4,2,
950,52,46-55,No,Research & Development,24,3,Marketing,Male,Research Director,2,1572,Upto 5k,1,Yes,0,24,0,
951,42,36-45,No,Human Resources,25,1,Human Resources,Male,Human Resources,1,19577,15k+,7,No,18,7,12,
952,49,46-55,No,Research & Development,21,4,Technical Degree,Male,Laboratory Technician,4,9193,5k-10k,8,No,14,9,9,
953,42,36-45,No,Human Resources,1,4,Marketing,Male,Human Resources,1,9428,5k-10k,7,No,34,10,12,
954,40,36-45,No,Sales,14,4,Other,Female,Manager,4,7819,5k-10k,6,No,23,21,10,
955,26,26-35,No,Human Resources,23,2,Human Resources,Male,Manager,3,18364,15k+,7,No,23,13,6,
956,48,46-55,No,Research & Development,10,5,Technical Degree,Male,Laboratory Technician,2,4560,Upto 5k,3,No,35,10,12,
957,29,26-35,No,Human Resources,13,5,Other,Male,Manager,3,15515,15k+,9,Yes,25,1,6,
958,38,36-45,No,Sales,5,4,Marketing,Male,Sales Representative,1,16354,15k+,1,Yes,1,0,1,
959,38,36-45,No,Research & Development,7,3,Life Sciences,Female,Research Scientist,3,12688,10k-15k,9,No,30,12,5,
960,24,18-25,No,Research & Development,5,2,Technical Degree,Male,Healthcare Representative,4,19411,15k+,2,No,17,10,3,
961,46,46-55,Yes,Human Resources,13,4,Technical Degree,Female,Human Resources,2,4180,Upto 5k,0,No,28,2,18,
962,19,18-25,No,Sales,11,1,Marketing,Male,Sales Representative,2,17114,15k+,2,No,25,9,3,
963,58,55+,No,Human Resources,26,1,Marketing,Female,Human Resources,1,11508,10k-15k,9,No,10,18,8,
964,35,26-35,No,Sales,29,2,Life Sciences,Male,Manager,3,18053,15k+,4,No,27,1,1,
965,60,55+,No,Research & Development,5,5,Life Sciences,Male,Manufacturing Director,3,3629,Upto 5k,6,Yes,30,21,12,
966,35,26-35,No,Sales,17,4,Technical Degree,Female,Manager,2,13292,10k-15k,5,No,35,12,15,
967,23,18-25,No,Research & Development,11,5,Life Sciences,Male,Healthcare Representative,2,15741,15k+,1,Yes,4,5,11,
968,54,46-55,No,Sales,1,1,Other,Female,Sales Executive,1,8764,5k-10k,2,No,40,5,3,
969,21,18-25,No,Human Resources,3,2,Life Sciences,Male,Human Resources,1,5545,5k-10k,6,Yes,13,3,2,
970,58,55+,No,Research & Development,7,4,Human Resources,Male,Healthcare Representative,4,18345,15k+,4,Yes,28,11,16,
971,29,26-35,Yes,Sales,18,5,Medical,Male,Sales Executive,1,7478,5k-10k,3,Yes,20,14,5,
