EmpID,Age,Attrition,DistanceFromHome,Education,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,DepartmentID,EducationFieldID,JobRoleID,AgeGroupID,SalarySlabID
1061,38,No,8,1,Male,3,3068,0,No,7,5,5,2,1,3,2,1
1062,54,No,4,2,Female,4,11585,6,Yes,15,0,0,1,1,5,1,3
1063,34,No,17,3,Female,2,5948,3,No,3,1,1,2,1,6,3,2
1064,39,No,2,2,Female,4,8016,6,No,12,2,2,1,2,6,2,2
1065,28,No,3,5,Male,2,4000,1,Yes,2,0,0,2,2,2,3,1
1066,20,No,9,1,Male,3,2453,5,No,17,0,0,1,2,2,4,1
1067,29,No,10,1,Female,3,3015,3,No,11,0,0,2,1,3,3,1
1068,44,No,13,3,Female,1,7907,5,No,10,10,7,3,1,6,2,2
1069,43,No,20,2,Female,3,1350,5,No,8,1,1,1,2,2,2,1
1070,30,No,9,2,Male,2,6787,8,Yes,8,0,0,3,4,2,3,2
1071,45,No,11,5,Male,3,5475,6,Yes,7,0,0,2,2,3,2,2
1072,47,No,20,1,Male,1,17555,8,No,16,16,7,2,6,9,1,4
1073,36,No,5,5,Male,1,15314,7,No,16,4,4,1,2,8,2,4
1074,39,No,28,3,Male,4,3825,1,No,6,0,0,2,2,3,2,1
1075,33,Yes,26,4,Male,3,2035,9,No,18,4,4,1,1,2,3,1
1076,32,No,5,4,Male,4,12926,0,No,12,0,0,3,2,4,3,3
1077,26,No,8,3,Male,3,4093,8,No,8,0,0,1,1,6,3,1
1078,54,No,21,3,Female,3,8365,7,No,5,3,1,2,3,3,1,2
1079,34,No,24,5,Male,3,5686,7,No,9,9,9,3,3,3,3,2
1080,27,No,2,5,Male,4,3725,5,No,9,9,9,2,1,2,3,1
1081,36,No,17,4,Male,4,11955,9,Yes,15,11,10,2,1,8,2,3
1082,32,No,29,4,Female,3,2601,6,No,11,2,2,3,1,2,3,1
1083,28,No,7,4,Male,3,2961,2,Yes,20,3,3,2,2,2,3,1
1084,52,No,26,1,Male,3,3613,3,No,7,0,0,2,5,7,1,1
1085,47,No,9,2,Female,3,10281,8,No,11,11,11,1,2,6,1,3
1086,28,No,2,5,Male,1,8314,7,Yes,10,5,0,3,3,4,3,2
1087,26,No,13,4,Female,2,1501,3,No,25,25,1,2,4,2,3,1
1088,49,No,12,4,Male,3,9297,3,No,9,4,4,1,2,3,1,2
1089,36,Yes,18,3,Male,4,2876,1,No,10,0,0,3,2,1,2,1
1090,48,Yes,20,3,Male,3,12685,9,No,4,1,0,2,2,5,1,3
1091,55,Yes,12,5,Female,2,5545,7,No,3,3,3,2,1,3,1,2
1092,46,No,27,2,Male,1,15415,5,No,6,6,3,2,1,8,1,4
1093,26,No,8,3,Male,3,1000,2,Yes,17,0,0,2,5,3,3,1
1094,33,No,26,2,Female,4,2381,0,No,5,2,0,3,1,6,3,1
1095,39,No,22,4,Male,4,4285,8,Yes,4,4,4,2,2,1,2,1
1096,33,No,18,1,Female,4,11299,7,No,9,3,3,2,4,5,3,3
1097,39,Yes,10,2,Female,2,4015,9,No,12,2,2,1,2,2,2,1
1098,53,No,11,1,Male,4,5455,1,No,11,11,4,2,2,3,1,2
1099,33,Yes,3,5,Male,2,5719,6,Yes,6,6,6,1,2,7,3,2
1100,43,No,28,2,Male,1,5186,7,Yes,18,7,3,2,1,7,2,2
1101,27,No,12,3,Male,4,3063,5,Yes,19,3,3,2,1,1,3,1
1102,41,No,27,4,Male,2,19309,3,No,20,8,7,1,2,9,2,4
1103,46,No,3,5,Female,2,8929,8,Yes,6,0,0,2,2,4,1,2
1104,55,No,14,5,Female,2,1793,3,No,19,7,7,2,1,2,1,1
1105,41,No,18,3,Male,1,1735,6,No,14,12,5,3,2,2,2,1
1106,34,Yes,23,5,Female,4,3460,3,No,11,7,7,2,1,3,3,1
1107,26,No,4,5,Female,4,19999,8,No,15,15,15,1,2,5,3,4
1108,32,No,18,3,Male,3,19267,6,No,6,0,0,2,2,9,3,4
1109,52,No,25,5,Female,3,5704,1,Yes,15,4,4,2,1,3,1,2
1110,48,No,5,3,Female,3,4379,9,No,8,1,1,2,4,1,1,1
1111,36,No,27,1,Male,1,11393,1,No,8,8,2,3,1,4,2,3
1112,26,No,1,2,Male,3,19300,5,Yes,34,34,10,2,3,9,3,4
1113,29,No,7,2,Female,1,4547,4,No,4,4,1,1,6,2,3,1
1114,36,No,6,1,Female,4,6150,4,No,3,1,1,3,2,3,2,2
1115,57,No,21,2,Female,3,13731,0,No,26,26,2,3,1,6,5,3
1116,58,No,7,5,Male,3,11474,9,No,5,1,0,2,1,4,5,3
1117,44,No,28,1,Male,2,14866,9,No,20,2,2,2,1,4,2,3
1118,46,No,14,1,Female,2,1000,8,No,5,0,0,2,1,2,1,1
1119,26,Yes,29,4,Male,2,2367,3,No,2,2,2,3,4,1,3,1
1120,38,No,23,4,Male,4,9607,4,No,16,11,11,2,1,8,2,2
1121,43,No,15,5,Female,2,8265,7,No,13,13,7,2,1,4,2,2
1122,33,Yes,9,4,Female,3,11479,2,Yes,4,4,4,1,2,5,3,3
1123,37,No,2,2,Female,2,17699,6,No,11,1,1,2,3,9,2,4
1124,34,No,27,2,Male,2,7251,1,No,40,40,6,2,4,3,3,2
1125,54,No,29,3,Female,1,5463,3,No,13,12,12,3,3,3,1,2
1126,32,No,16,3,Male,3,8395,7,Yes,2,2,0,2,1,6,3,2
1127,19,Yes,19,1,Male,3,2676,9,No,11,4,4,3,2,3,4,1
1128,19,No,16,3,Male,3,3341,1,No,3,3,3,2,2,3,4,1
1129,41,No,22,4,Female,2,6058,1,Yes,4,2,2,2,2,6,2,2
1130,42,No,9,4,Male,3,7293,3,Yes,12,9,9,1,2,6,2,2
1131,35,No,2,3,Male,3,17001,3,No,10,10,10,1,4,9,3,4
1132,47,No,21,5,Male,4,7130,5,Yes,18,0,0,2,5,3,1,2
1133,31,No,13,3,Male,3,12438,8,No,5,3,3,1,1,6,3,3
1134,27,No,9,2,Female,3,4275,1,No,20,3,3,1,4,3,3,1
1135,46,No,7,3,Male,3,1686,2,No,19,0,0,2,2,2,1,1
1136,48,No,7,2,Male,2,2693,1,No,13,2,2,2,2,2,1,1
1137,60,No,20,5,Male,4,13881,7,No,18,18,9,2,4,4,5,3
1138,55,No,22,2,Female,2,1792,0,No,16,0,0,3,2,6,1,1
1139,45,No,19,2,Female,4,13938,5,No,5,3,3,2,5,5,2,3
1140,36,No,22,4,Female,3,5596,2,No,15,6,6,1,2,3,2,2
1141,34,No,16,2,Male,3,2490,3,Yes,14,0,0,3,2,1,3,1
1142,33,No,9,1,Male,4,5776,2,No,8,8,8,2,1,6,3,2
1143,47,No,8,1,Male,3,6368,0,No,16,6,6,1,3,3,1,2
1144,31,No,25,3,Female,4,8676,0,No,9,7,5,2,4,6,3,2
1145,27,No,17,3,Female,2,1000,9,No,6,3,3,1,4,3,3,1
1146,37,No,15,3,Male,1,3663,1,No,19,1,1,2,2,3,2,1
1147,27,No,11,1,Male,3,2055,2,Yes,10,10,6,1,2,1,3,1
1148,45,No,10,1,Female,2,2261,3,No,7,5,5,2,1,2,2,1
1149,35,No,11,5,Male,4,19999,1,No,16,1,1,2,1,9,3,4
1150,40,No,7,5,Female,2,5633,3,No,10,0,0,2,6,2,2,2
1151,44,No,10,2,Female,4,7109,0,No,11,10,7,2,2,5,2,2
1152,36,Yes,3,2,Male,1,8274,2,No,3,1,1,2,5,4,2,2
1153,52,No,5,4,Female,2,5622,1,No,9,3,0,2,4,4,1,2
1154,32,No,9,5,Male,1,14221,4,No,12,12,3,2,2,9,3,3
1155,40,Yes,7,3,Female,4,3826,4,No,14,3,3,1,1,2,2,1
1156,34,No,28,4,Male,3,5165,5,No,18,1,1,1,4,3,3,2
1157,47,Yes,27,1,Female,3,3727,6,No,16,16,13,1,1,1,1,1
1158,47,Yes,2,1,Female,4,2554,4,Yes,5,1,1,2,2,2,1,1
1159,36,No,7,5,Female,2,14550,0,No,12,12,12,1,2,5,2,3
1160,52,No,15,3,Male,3,2716,1,No,6,6,6,2,2,6,1,1
1161,42,Yes,11,1,Male,3,2878,2,Yes,10,10,3,3,3,1,2,1
1162,54,No,6,4,Male,3,12327,3,No,5,5,5,2,2,5,1,3
1163,48,No,21,4,Male,2,15567,4,No,9,0,0,3,2,9,1,4
1164,35,No,11,5,Male,3,11782,0,No,17,3,3,3,4,4,3,3
1165,45,No,15,5,Female,3,6574,5,Yes,18,2,2,3,5,3,2,2
1166,55,No,12,2,Male,3,4040,8,Yes,14,14,8,3,1,2,1,1
1167,30,No,7,5,Female,3,1000,7,No,11,0,0,3,2,1,3,1
1168,53,No,25,5,Male,4,5325,5,No,1,0,0,1,1,6,1,2
1169,26,Yes,29,3,Female,3,1246,3,No,1,1,1,2,1,1,3,1
1170,42,No,16,4,Female,1,9514,8,Yes,17,17,4,1,1,6,2,2
1171,55,No,18,1,Male,2,13418,2,No,11,11,11,2,2,5,1,3
1172,43,No,16,4,Male,1,5138,6,No,2,0,0,3,4,3,2,2
1173,30,No,11,2,Female,4,5578,8,No,9,8,2,2,1,3,3,2
1174,25,No,20,1,Female,1,6035,3,No,8,8,8,1,2,3,4,2
1175,38,No,24,1,Male,3,8694,4,No,9,9,4,2,2,4,2,2
1176,28,No,28,4,Male,4,12375,4,No,20,14,5,3,4,8,3,3
1177,45,No,13,3,Male,2,1197,6,Yes,7,7,7,1,4,6,2,1
1178,45,No,10,2,Male,3,6624,5,No,18,14,4,1,2,3,2,2
1179,59,Yes,13,5,Male,2,3224,1,No,18,0,0,2,5,7,5,1
1180,27,No,6,4,Male,2,8104,6,No,5,3,2,1,1,5,3,2
1181,28,No,21,1,Female,2,2551,3,No,15,2,2,1,3,7,3,1
1182,23,No,18,2,Male,2,15765,1,No,11,0,0,2,4,9,4,4
1183,40,No,1,5,Male,3,6138,0,No,12,12,12,3,2,6,2,2
1184,45,No,26,3,Female,2,6122,6,Yes,16,0,0,3,2,3,2,2
1185,37,No,11,2,Female,4,3750,4,No,7,0,0,3,3,2,2,1
1186,41,No,19,5,Male,3,15200,6,Yes,8,8,8,1,1,5,2,4
1187,26,Yes,7,2,Male,2,10082,2,No,18,1,1,1,1,6,3,3
1188,32,No,26,2,Male,4,14370,4,Yes,10,10,10,2,6,6,3,3
1189,40,No,23,5,Male,3,15456,2,No,16,8,8,1,1,5,2,4
1190,57,No,10,2,Female,3,8869,6,Yes,15,11,11,3,2,6,5,2
1191,29,No,20,3,Female,1,8784,3,Yes,7,1,1,2,2,4,3,2
1192,29,No,18,2,Male,3,11234,3,No,4,3,3,1,2,6,3,3
1193,36,Yes,12,4,Male,3,10834,9,No,10,4,2,2,1,6,2,3
1194,33,No,6,1,Female,4,6448,5,No,6,2,2,1,4,3,3,2
1195,41,No,18,4,Male,3,3439,6,No,4,4,4,3,2,6,2,1
1196,43,No,5,2,Female,1,18347,7,No,5,5,0,2,2,5,2,4
1197,60,No,20,5,Male,2,3664,7,Yes,7,7,4,1,1,1,5,1
1198,46,No,14,1,Male,2,10911,4,No,4,1,1,2,1,5,1,3
1199,39,No,3,1,Female,2,9051,5,Yes,13,3,3,2,5,6,2,2
1200,23,No,16,3,Male,3,5979,0,No,6,6,4,1,1,2,4,2
1201,44,No,21,1,Female,3,15006,4,Yes,5,5,1,1,1,5,2,4
1202,51,No,5,2,Male,1,3509,0,Yes,0,0,0,2,2,3,1,1
1203,40,No,16,5,Female,4,6563,5,No,5,2,2,2,1,4,2,2
1204,42,No,3,4,Female,1,4849,1,Yes,16,8,8,2,1,2,2,1
1205,20,No,19,5,Female,1,12656,5,Yes,16,4,4,2,4,4,4,3
1206,42,No,12,1,Male,1,1332,6,No,1,1,1,2,2,7,2,1
1207,36,No,28,4,Male,2,4547,9,No,7,4,4,1,1,2,2,1
1208,52,No,23,1,Female,2,13350,5,No,20,2,2,2,3,4,1,3
1209,30,No,8,1,Male,1,2113,6,No,12,12,8,3,1,2,3,1
1210,38,No,19,2,Male,3,17737,0,No,13,0,0,3,1,9,2,4
1211,28,No,19,1,Female,4,6918,7,No,11,8,8,1,1,3,3,2
1212,48,No,16,4,Female,3,4653,6,No,2,2,0,1,2,6,1,1
1213,38,No,25,5,Male,3,19688,9,Yes,16,16,8,2,1,9,2,4
1214,52,No,8,3,Male,1,2938,4,Yes,18,3,3,2,1,2,1,1
1215,49,No,13,3,Male,2,19507,8,Yes,3,3,1,2,1,9,1,4
1216,52,No,21,3,Female,4,2602,0,No,7,7,7,3,4,2,1,1
1217,60,No,9,1,Male,3,5293,7,No,17,4,4,2,1,6,5,2
1218,28,No,4,3,Female,1,4617,5,No,0,0,0,2,1,2,3,1
1219,34,No,26,2,Male,4,7466,8,No,13,12,12,1,1,6,3,2
1220,33,No,9,2,Female,3,7386,7,No,15,1,1,1,1,7,3,2
1221,50,No,13,3,Female,4,19999,0,Yes,13,8,8,2,1,9,1,4
1222,49,No,20,2,Female,3,4289,6,Yes,9,0,0,1,2,2,1,1
1223,30,No,4,1,Male,4,6247,0,No,15,4,4,2,4,3,3,2
1224,30,No,25,1,Male,1,17548,4,No,12,11,11,3,2,9,3,4
1225,36,No,17,5,Male,3,6932,0,No,7,7,4,2,4,6,2,2
1226,43,No,6,2,Male,3,6554,9,Yes,10,0,0,2,4,6,2,2
1227,24,No,10,5,Male,3,6974,7,No,19,7,7,2,1,6,4,2
1228,36,No,3,1,Male,4,13811,1,No,3,0,0,1,3,4,2,3
1229,31,No,14,2,Male,3,2680,9,No,9,9,9,1,6,3,3,1
1230,30,No,9,5,Female,3,3789,4,Yes,19,2,2,3,4,2,3,1
1231,54,No,9,4,Female,3,1000,9,Yes,6,1,0,3,3,3,1,1
1232,34,No,16,5,Male,3,18731,5,No,2,1,1,2,5,9,3,4
1233,55,No,25,1,Female,1,5050,6,No,10,2,2,2,1,3,1,2
1234,28,No,3,1,Female,3,3295,8,No,16,2,2,2,5,6,3,1
1235,33,No,18,5,Female,2,8465,9,No,5,5,5,1,2,4,3,2
1236,19,No,12,4,Male,3,14926,6,No,4,3,3,2,4,5,4,3
1237,40,No,23,2,Male,3,4946,2,Yes,9,6,6,2,2,3,2,1
1238,48,No,5,3,Female,4,6023,4,No,11,1,0,1,1,2,1,2
1239,28,No,21,1,Male,2,3007,5,No,31,31,13,1,2,1,3,1
1240,47,No,18,2,Male,1,5304,2,No,3,3,3,2,2,6,1,2
1241,53,No,13,1,Male,3,7400,3,No,9,4,4,3,1,4,1,2
1242,34,No,20,4,Male,4,5872,4,No,6,6,1,2,1,3,3,2
1243,49,No,5,2,Female,3,5712,1,No,19,8,6,1,2,4,1,2
1244,49,No,13,2,Male,3,18649,8,Yes,13,1,1,2,5,9,1,4
1245,31,No,21,4,Male,1,13444,9,Yes,9,9,5,1,2,5,3,3
1246,21,No,8,3,Male,4,2535,7,No,20,3,0,3,1,2,4,1
1247,29,No,3,2,Male,4,3644,3,No,2,1,1,3,4,3,3,1
1248,42,No,26,2,Female,2,2679,8,No,17,1,1,2,1,2,2,1
1249,36,No,1,5,Female,3,5379,0,No,11,11,2,2,1,6,2,2
1250,37,No,29,4,Male,4,2209,5,No,3,3,3,2,3,2,2,1
1251,60,No,9,4,Male,2,8531,5,No,16,0,0,1,3,6,5,2
1252,41,No,28,4,Male,2,12972,4,No,5,4,4,1,1,4,2,3
1253,39,No,9,3,Female,3,5471,3,No,12,5,5,3,1,6,2,2
1254,48,No,28,3,Female,2,4182,7,Yes,6,5,5,2,5,6,1,1
1255,39,No,15,4,Male,4,18160,4,No,5,2,2,1,1,9,2,4
1256,38,No,27,1,Female,2,9141,0,No,18,8,8,1,2,6,2,2
1257,50,No,14,5,Male,2,17572,3,No,18,1,1,1,4,9,1,4
1258,53,No,2,3,Male,3,2232,9,No,9,5,1,2,2,2,1,1
1259,27,No,16,2,Male,4,1929,0,No,11,3,3,2,1,1,3,1
1260,44,No,5,5,Male,1,4265,0,No,13,1,1,2,1,6,2,1
1261,35,No,4,2,Male,3,3535,6,Yes,6,6,6,3,4,3,3,1
1262,45,No,2,4,Female,2,5191,4,No,7,1,1,2,1,7,2,2
1263,40,No,22,1,Male,2,1000,1,No,13,0,0,2,2,3,2,1
1264,20,No,24,3,Male,4,2472,3,No,16,11,11,2,2,3,4,1
1265,32,No,14,1,Male,1,3156,5,No,34,34,18,2,1,3,3,1
1266,37,No,19,4,Female,4,19833,1,Yes,20,1,1,3,2,5,2,4
1267,33,No,10,4,Female,3,11610,5,Yes,9,3,3,2,4,6,3,3
1268,34,No,8,1,Male,1,2149,9,No,5,1,1,2,1,2,3,1
1269,19,No,24,2,Female,2,6734,0,No,7,7,7,1,1,3,4,2
1270,45,No,22,4,Male,3,12173,7,Yes,2,2,2,1,4,4,2,3
1271,38,No,21,5,Female,3,9042,3,No,5,3,3,2,2,5,2,2
1272,31,No,11,4,Male,3,1000,7,Yes,8,3,2,3,1,6,3,1
1273,37,No,23,2,Male,2,9850,6,Yes,9,9,9,2,1,3,2,2
1274,27,No,2,3,Female,4,8726,7,Yes,15,2,2,3,1,6,3,2
1275,32,No,10,5,Female,1,5017,5,No,18,7,6,2,1,2,3,2
1276,35,No,13,3,Male,3,12689,0,Yes,9,9,9,2,2,4,3,3
1277,43,No,17,5,Female,2,4238,6,No,20,12,1,3,5,6,2,1
1278,37,No,15,4,Female,2,6664,0,No,3,0,0,1,1,6,2,2
1279,40,No,21,2,Male,3,3274,2,No,16,3,3,2,3,1,2,1
1280,39,No,7,1,Male,2,4116,0,No,7,3,3,2,2,2,2,1
1281,56,No,25,3,Female,3,10351,4,No,18,0,0,1,1,5,5,3
1282,48,No,11,3,Male,2,4570,9,No,12,12,7,2,2,7,1,1
1283,30,No,29,3,Female,3,11291,8,No,4,4,4,2,2,4,3,3
1284,27,No,9,2,Male,4,1672,7,No,13,2,2,2,2,2,3,1
1285,40,No,7,1,Male,2,16141,3,No,11,2,1,2,2,9,2,4
1286,46,No,5,3,Male,2,15099,6,No,6,1,1,1,2,8,1,4
1287,26,No,2,1,Female,3,5596,3,No,6,1,1,2,2,7,3,2
1288,51,No,24,1,Female,3,5743,7,No,11,4,4,3,4,2,1,2
1289,45,No,22,5,Male,1,9174,4,No,15,0,0,2,1,6,2,2
1290,34,No,6,3,Male,1,6110,7,No,9,6,4,2,3,3,3,2
1291,42,No,27,4,Male,2,19524,0,No,14,6,2,2,2,8,2,4
1292,44,No,2,4,Female,4,16534,0,No,1,0,0,2,5,8,2,4
1293,58,No,6,4,Male,3,2082,3,No,7,6,2,3,2,3,5,1
1294,32,No,21,5,Male,2,18620,4,No,11,8,8,1,1,8,3,4
1295,34,No,29,3,Male,2,4716,7,No,14,2,2,3,2,6,3,1
1296,43,No,20,5,Female,1,1000,1,No,2,2,2,2,1,7,2,1
1297,41,No,9,5,Female,2,5562,8,Yes,11,11,3,1,2,2,2,2
1298,34,No,20,5,Male,3,9471,1,No,31,31,14,3,2,4,3,2
1299,41,No,9,2,Male,3,2755,7,Yes,5,0,0,2,2,3,2,1
1300,35,No,4,5,Male,2,15372,4,No,12,2,2,2,3,5,3,4
1301,42,No,16,5,Female,3,1865,4,No,6,6,6,2,2,1,2,1
1302,26,No,26,5,Male,3,10088,5,No,12,0,0,2,2,6,3,3
1303,35,No,13,4,Male,3,4131,3,No,19,19,7,1,1,7,3,1
1304,47,No,6,4,Female,1,3156,5,No,8,3,3,2,2,2,1,1
1305,41,No,27,1,Male,4,14003,4,Yes,15,15,11,1,1,8,2,3
1306,36,No,28,2,Female,1,3773,0,No,14,14,7,1,2,2,2,1
1307,41,No,22,3,Male,3,16675,9,No,3,0,0,2,1,4,2,4
1308,49,No,25,1,Male,4,11465,2,No,11,10,2,3,1,5,1,3
1309,50,No,10,2,Male,2,8628,7,No,12,1,1,1,1,3,1,2
1310,43,No,6,3,Female,1,13765,0,No,11,0,0,2,2,5,2,3
1311,46,No,16,4,Male,4,9112,6,No,2,1,1,1,2,6,1,2
1312,55,No,28,3,Male,1,5115,8,Yes,12,0,0,2,1,7,1,2
1313,25,No,11,3,Female,1,9411,8,No,6,4,4,3,2,6,4,2
1314,40,No,18,5,Female,4,2680,9,No,8,1,1,2,2,6,2,1
1315,26,No,29,5,Male,2,2823,5,Yes,7,0,0,2,2,7,3,1
1316,23,No,21,5,Female,1,1510,5,No,6,6,6,1,2,6,4,1
1317,46,No,2,2,Female,3,3609,9,Yes,5,1,1,1,4,2,1,1
1318,41,No,3,4,Female,3,4392,2,No,11,11,3,2,1,6,2,1
1319,37,No,8,5,Male,1,5159,7,No,6,2,2,1,1,3,2,2
1320,36,No,19,1,Male,4,13346,7,No,19,0,0,2,2,8,2,3
1321,36,No,10,2,Female,1,2736,4,No,4,4,4,1,3,6,2,1
1322,36,No,18,4,Female,3,4343,7,No,20,2,2,2,2,6,2,1
1323,52,No,13,5,Male,2,13123,0,No,14,1,1,2,1,4,1,3
1324,39,No,20,1,Male,2,3449,8,No,11,0,0,2,5,3,2,1
1325,41,No,23,2,Male,3,3577,2,Yes,19,19,15,1,4,6,2,1
1326,35,No,27,1,Male,4,1000,8,No,8,8,0,2,2,6,3,1
1327,37,No,6,3,Female,4,4308,5,No,15,15,12,2,3,2,2,1
1328,37,No,29,5,Female,1,3016,3,No,12,0,0,2,3,2,2,1
1329,53,No,7,1,Female,3,5770,3,No,14,0,0,3,2,3,1,2
1330,18,No,26,2,Male,2,3826,0,No,27,27,6,3,2,3,4,1
1331,29,No,4,5,Female,2,10123,2,No,17,8,0,1,2,4,3,3
1332,47,No,16,4,Male,4,18109,5,No,1,1,1,2,2,9,1,4
1333,34,No,17,4,Female,3,1000,2,No,2,1,1,2,2,2,3,1
1334,47,No,16,4,Male,4,7698,1,No,3,2,2,2,2,3,1,2
1335,59,No,6,1,Male,4,3383,0,No,12,7,7,2,3,2,5,1
1336,38,No,19,5,Male,4,2912,4,No,16,1,1,3,1,1,2,1
1337,30,No,21,2,Female,1,13297,6,No,4,4,4,3,1,4,3,3
1338,36,No,7,1,Male,4,11176,1,Yes,8,3,3,2,4,5,2,3
1339,24,No,2,4,Male,2,15038,3,No,13,13,5,2,1,8,4,4
1340,42,No,8,3,Male,1,17826,4,No,18,18,11,1,1,8,2,4
1341,40,No,21,2,Male,2,5978,8,Yes,2,2,2,1,2,3,2,2
1342,39,No,13,1,Female,4,6197,3,No,15,15,5,1,1,6,2,2
1343,25,No,7,3,Female,3,19727,9,No,3,3,3,1,4,9,4,4
1344,42,No,13,5,Male,3,1393,7,Yes,11,1,1,2,6,3,2,1
1345,32,No,23,5,Male,3,17056,1,No,4,4,4,1,2,9,3,4
1346,26,No,29,4,Male,3,9449,6,No,16,1,1,2,1,5,3,2
1347,43,No,13,5,Female,1,19999,0,No,17,3,3,2,2,8,2,4
1348,52,No,10,5,Male,4,13197,5,Yes,12,3,3,1,2,6,1,3
1349,43,No,1,1,Male,3,4498,2,Yes,9,5,0,3,2,2,2,1
1350,43,No,1,2,Female,3,4195,5,Yes,14,6,2,2,2,2,2,1
1351,29,No,18,1,Female,4,7539,1,No,16,1,1,2,1,6,3,2
1352,36,No,6,5,Female,2,16123,9,No,16,16,2,1,1,8,2,4
1353,40,No,2,1,Female,4,3125,7,No,15,4,4,2,2,2,2,1
1354,54,No,20,1,Male,4,4437,6,No,12,8,7,1,5,6,1,1
1355,30,No,13,4,Female,4,6690,4,No,5,5,5,2,1,6,3,2
1356,26,No,5,3,Male,1,9491,1,No,19,2,2,2,1,6,3,2
1357,52,No,28,3,Male,3,2460,4,Yes,11,6,6,1,1,2,1,1
1358,30,No,3,4,Female,2,4364,7,Yes,11,9,9,2,1,2,3,1
1359,22,No,14,4,Male,2,2323,0,No,4,4,4,2,1,3,4,1
1360,45,No,17,4,Male,1,7415,2,No,14,3,3,1,2,3,2,2
1361,41,No,27,2,Male,3,8476,5,Yes,14,4,3,1,6,3,2,2
1362,30,No,7,1,Male,3,3781,8,Yes,16,3,3,1,1,3,3,1
1363,41,No,27,1,Male,2,2814,5,No,13,0,0,2,4,2,2,1
1364,28,No,26,5,Male,3,7671,9,No,8,5,5,2,2,6,3,2
1365,40,No,29,3,Male,4,5850,1,Yes,4,4,4,1,3,5,2,2
1366,30,No,15,5,Male,4,5781,2,No,12,9,9,1,1,6,3,2
1367,36,No,20,2,Male,2,6182,1,Yes,17,17,15,2,2,3,2,2
1368,47,No,3,2,Female,2,17202,2,No,5,5,5,3,2,9,1,4
1369,53,No,7,3,Female,4,2728,6,No,20,0,0,1,2,6,1,1
1370,26,No,15,5,Male,3,7286,2,Yes,19,5,3,2,2,3,3,2
1371,38,No,3,4,Male,2,9691,5,No,4,4,4,2,2,4,2,2
1372,51,No,27,2,Male,1,14714,0,No,13,4,0,2,1,9,1,3
1373,28,No,9,3,Male,2,9630,0,Yes,10,10,4,1,3,4,3,2
1374,43,No,5,5,Male,1,5029,9,No,7,7,7,1,1,6,2,2
1375,57,No,18,2,Female,4,3528,3,No,11,11,11,1,1,2,5,1
1376,51,No,2,2,Male,3,8448,3,No,19,9,9,1,5,5,1,2
1377,28,No,1,2,Female,4,9792,2,No,3,0,0,3,2,5,3,2
1378,37,No,23,5,Male,4,2361,2,No,12,4,4,2,2,1,2,1
1379,42,No,1,5,Female,1,4377,3,No,12,1,1,2,4,2,2,1
1380,53,No,18,5,Female,4,2777,2,No,10,0,0,2,2,3,1,1
1381,46,No,2,4,Female,4,10410,1,No,16,1,1,2,2,6,1,3
1382,40,No,18,2,Male,3,2577,1,Yes,9,0,0,2,3,1,2,1
1383,27,No,23,2,Male,1,2768,3,No,2,1,1,2,3,2,3,1
1384,29,No,5,4,Female,1,13477,5,Yes,8,4,4,3,2,5,3,3
1385,47,No,9,1,Male,3,15766,9,Yes,9,5,5,3,2,5,1,4
1386,36,No,14,3,Male,3,4675,8,No,2,2,0,2,1,3,2,1
1387,42,No,23,5,Female,4,2821,8,Yes,18,0,0,2,6,2,2,1
1388,26,No,20,3,Female,3,4644,6,Yes,24,24,3,3,1,6,3,1
1389,38,No,2,4,Male,1,5951,3,Yes,22,22,8,3,2,7,2,2
1390,34,No,4,3,Female,4,3675,0,Yes,7,1,1,3,1,3,3,1
1391,60,No,13,1,Male,4,6240,2,No,17,4,4,2,3,4,5,2
1392,40,No,7,5,Male,3,2910,1,Yes,7,1,1,2,1,2,2,1
1393,53,No,10,2,Male,4,8226,5,No,16,0,0,2,4,3,1,2
1394,35,No,2,3,Female,2,1974,6,No,13,6,6,2,1,1,3,1
1395,21,No,26,3,Male,3,17532,8,No,3,0,0,1,2,5,4,4
1396,47,No,26,1,Male,3,6360,5,No,5,1,1,1,2,6,1,2
1397,52,No,14,3,Male,1,19999,2,No,11,3,3,2,2,9,1,4
1398,40,No,7,3,Male,1,14464,9,No,17,1,1,2,3,4,2,3
1399,47,No,12,2,Male,4,5985,0,No,5,4,4,2,1,4,1,2
1400,34,No,2,3,Male,4,18296,5,Yes,16,0,0,2,1,5,3,4
1401,43,No,22,2,Female,1,5718,9,No,14,7,7,2,2,3,2,2
1402,49,No,2,4,Female,3,4905,0,No,17,3,3,3,1,3,1,1
1403,59,No,8,5,Female,1,7658,3,No,19,6,0,2,1,6,5,2
1404,21,No,15,3,Female,3,17976,2,No,7,1,1,2,1,8,4,4
1405,56,No,23,2,Male,2,6620,4,No,8,4,4,2,1,2,5,2
1406,43,No,13,1,Male,4,9999,7,Yes,14,0,0,1,1,4,2,2
1407,32,No,12,5,Female,1,18560,3,No,13,1,1,1,2,8,3,4
1408,34,No,17,3,Male,2,5229,2,Yes,7,0,0,1,1,3,3,2
1409,36,No,17,2,Male,1,2287,3,Yes,8,8,1,1,2,2,2,1
